method,cluster,cells,marker,median_arcsinh,relative_iqr
Leiden,13,401,CD122,-0.025833128,0.025334141404978243
Leiden,13,401,3DL1,-0.07266245,0.06215415677697225
Leiden,13,401,NKp44,-0.090865076,-0.04264269436942083
Leiden,13,401,CD127,0.548066,0.21003640569400153
Leiden,13,401,2DL1,-0.07910253,-0.028590013398170855
Leiden,13,401,CD94,0.016131867,0.04807450872948527
Leiden,13,401,CD34,0.5822644,0.49457194074547867
Leiden,13,401,CCR7,-0.015441166,-0.0008078060545532633
Leiden,13,401,2DL3,-0.033422675,0.19351326416962922
Leiden,13,401,NKG2A,0.7838189,0.4210266837376237
Leiden,13,401,HLA-DR,4.1699395,0.2235079641724066
Leiden,13,401,2DL4,1.1396917,0.2842908578956267
Leiden,13,401,CD56,0.8908032,0.3670226146585849
Leiden,13,401,2DL5,-0.021754216,0.14495118374258123
Leiden,13,401,CD25,-0.07471532,0.010482287570833436
Leiden,14,297,CD3,5.062809,0.5282776303888016
Leiden,14,297,CD27,1.8832071,0.8919026432350822
Leiden,14,297,CD19,2.9377627,2.126401724908445
Leiden,14,297,CD4,2.4709723,0.848057951596811
Leiden,14,297,CD8,2.4436722,0.2777686626604116
Leiden,14,297,CD57,-0.0022696997,0.023013488655213597
Leiden,14,297,2DL1-S1,-0.0868755,-0.11772223465949519
Leiden,14,297,TRAIL,-0.089083426,0.020862396775913877
Leiden,14,297,2DL2-L3-S2,-0.08636862,-0.099365429170787
Leiden,14,297,CD16,-0.01729055,-0.016573528888953533
Leiden,14,297,CD10,-0.06213676,0.028401331277526923
Leiden,14,297,3DL1-S1,-0.09422308,-0.05480651400159234
Leiden,14,297,CD117,-0.08608331,-0.022274002631433903
Leiden,14,297,2DS4,-0.08756287,-0.14332645623648776
Leiden,14,297,ILT2-CD85j,1.8058295,0.3082719047764839
Leiden,14,297,NKp46,-0.075282834,-0.043750505078560604
Leiden,14,297,NKG2D,-0.006147512,0.010644941405013016
Leiden,14,297,NKG2C,-0.046162076,0.13228871611694085
Leiden,14,297,2B4,0.9986392,-0.041140008602153784
Leiden,14,297,CD33,2.177516,0.010197911333820949
Leiden,14,297,CD11b,0.4206757,0.2316534175337638
Leiden,14,297,NKp30,-0.059302494,-0.01730104064357461
Leiden,14,297,CD122,-0.06835924,-0.029411209886124775
Leiden,14,297,3DL1,-0.07317538,0.05782493206276283
Leiden,14,297,NKp44,-0.09935257,-0.11767283382710152
Leiden,14,297,CD127,2.1898372,1.0468470867431947
Leiden,14,297,2DL1,-0.060634762,0.1167027785412422
Leiden,14,297,CD94,-0.05486066,-0.012643190508018954
Leiden,14,297,CD34,-0.052819297,-0.02112794813366736
Leiden,14,297,CCR7,1.857837,1.4799804067625277
Leiden,14,297,2DL3,-0.042391647,0.13939104153902337
Leiden,14,297,NKG2A,1.2429367,0.7200902903752745
Leiden,14,297,HLA-DR,5.953621,0.6823062095101385
Leiden,14,297,2DL4,2.3846972,0.9137352308053229
Leiden,14,297,CD56,0.61968344,0.20883974233232175
Leiden,14,297,2DL5,-0.059534475,0.006117174596580557
Leiden,14,297,CD25,-0.07158528,0.03615653097095675
Leiden,15,284,CD3,1.5353658,-0.7286536328971133
Leiden,15,284,CD27,-0.0146936495,-0.1938420678350317
Leiden,15,284,CD19,2.477666,1.796079332440377
Leiden,15,284,CD4,0.2134332,-0.20005810628123477
Leiden,15,284,CD8,0.9495404,-0.2401907455827941
Leiden,15,284,CD57,-0.065823376,-0.02599389709666991
Leiden,15,284,2DL1-S1,-0.084268585,-0.09693372898120672
Leiden,15,284,TRAIL,-0.09068331,0.00601337791607187
Leiden,15,284,2DL2-L3-S2,-0.092087165,-0.1454643411928362
Leiden,15,284,CD16,-0.059639502,-0.03938591307326436
Leiden,15,284,CD10,1.9380828,13.227588434131855
Leiden,15,284,3DL1-S1,-0.097071394,-0.08067157732264434
Leiden,15,284,CD117,-0.09364425,-0.08724255916700002
Leiden,15,284,2DS4,-0.07515895,-0.049411026714185395
Leiden,15,284,ILT2-CD85j,1.742988,0.283056514252371
Leiden,15,284,NKp46,-0.07951434,-0.05584296543188304
Leiden,15,284,NKG2D,-0.070028305,-0.03731638417731455
Leiden,15,284,NKG2C,-0.082741916,-0.10590236720273709
Leiden,15,284,2B4,0.038436335,-0.4581420101327983
Leiden,15,284,CD33,1.6952951,-0.149483916516848
Leiden,15,284,CD11b,-0.05568433,-0.09951086976712424
Leiden,15,284,NKp30,-0.08378062,-0.05064640273442285
Leiden,15,284,CD122,-0.056753233,-0.014470390422127244
Leiden,15,284,3DL1,-0.08769361,-0.0647121749473954
Leiden,15,284,NKp44,-0.08973934,-0.03269107697431385
Leiden,15,284,CD127,-0.06914188,-0.10455442956197342
Leiden,15,284,2DL1,-0.085838854,-0.08158716801673706
Leiden,15,284,CD94,-0.0789686,-0.033261962223212725
Leiden,15,284,CD34,-0.0732259,-0.03769849257896428
Leiden,15,284,CCR7,-0.018792182,-0.003456716008781334
Leiden,15,284,2DL3,-0.067163646,-0.01009272594171676
Leiden,15,284,NKG2A,0.63556695,0.32445721899049607
Leiden,15,284,HLA-DR,5.7859516,0.6391783396790273
Leiden,15,284,2DL4,2.008463,0.7235203596085655
Leiden,15,284,CD56,0.35795128,0.056134004580637976
Leiden,15,284,2DL5,-0.071126156,-0.036479660532731426
Leiden,15,284,CD25,-0.073166415,0.023187220279368034
Leiden,16,281,CD3,2.193008,-0.49431649169812014
Leiden,16,281,CD27,0.11207643,-0.12131986435982815
Leiden,16,281,CD19,-0.030156313,-0.0043890343853555175
Leiden,16,281,CD4,0.0590911,-0.27171509309768677
Leiden,16,281,CD8,2.8269954,0.41065242401023505
Leiden,16,281,CD57,3.576995,2.783048981712981
Leiden,16,281,2DL1-S1,0.61834884,5.506001023817299
Leiden,16,281,TRAIL,-0.082329795,0.08354487729188396
Leiden,16,281,2DL2-L3-S2,1.2765546,10.887570685465473
Leiden,16,281,CD16,3.7219584,1.9976717642566872
Leiden,16,281,CD10,0.25971484,2.1522579570976457
Leiden,16,281,3DL1-S1,-0.071954235,0.14741328350672842
Leiden,16,281,CD117,-0.063874714,0.16855683966248905
Leiden,16,281,2DS4,-0.04009616,0.2160646636618522
Leiden,16,281,ILT2-CD85j,1.4633174,0.17083768728387505
Leiden,16,281,NKp46,0.9215856,2.805021221044394
Leiden,16,281,NKG2D,1.6658616,1.2659796081038854
Leiden,16,281,NKG2C,3.38103,22.44858618521694
Leiden,16,281,2B4,2.1199024,0.4458080734490185
Leiden,16,281,CD33,1.4025288,-0.24643007599874603
Leiden,16,281,CD11b,0.18408126,0.0671735602071519
Leiden,16,281,NKp30,0.9732417,1.389283888831992
Leiden,16,281,CD122,1.0107062,1.3597074542714942
Leiden,16,281,3DL1,-0.063855626,0.13648572012870064
Leiden,16,281,NKp44,-0.09118127,-0.04543788604235917
Leiden,16,281,CD127,0.058049593,-0.03972494420813913
Leiden,16,281,2DL1,-0.022190984,0.41915424347566727
Leiden,16,281,CD94,3.2074335,2.7774954871089257
Leiden,16,281,CD34,0.47466052,0.4071955527167963
Leiden,16,281,CCR7,-0.028470822,-0.011107483617231297
Leiden,16,281,2DL3,2.3494399,14.572622282707961
Leiden,16,281,NKG2A,0.21539238,0.05076075527147834
Leiden,16,281,HLA-DR,2.0830681,-0.3132767631235298
Leiden,16,281,2DL4,0.32646114,-0.12685866195468176
Leiden,16,281,CD56,3.516009,1.8986800785717972
Leiden,16,281,2DL5,-0.02587504,0.12980808002639027
Leiden,16,281,CD25,-0.063105546,0.10571195820890562
Leiden,17,223,CD3,4.220385,0.22809732822856857
Leiden,17,223,CD27,1.3032506,0.5601230476657093
Leiden,17,223,CD19,-0.014781674,0.006649049025432792
Leiden,17,223,CD4,1.3251858,0.3160993875233783
Leiden,17,223,CD8,1.8982735,0.08869940281201687
Leiden,17,223,CD57,-0.030011255,0.0016214751838258133
Leiden,17,223,2DL1-S1,-0.08304315,-0.08716165666377203
Leiden,17,223,TRAIL,-0.1092695,-0.16649062962672048
Leiden,17,223,2DL2-L3-S2,-0.0834873,-0.07613825153236901
Leiden,17,223,CD16,-0.040799126,-0.029237044257148403
Leiden,17,223,CD10,-0.07428244,-0.051746393807304836
Leiden,17,223,3DL1-S1,-0.08667854,0.013704233314854656
Leiden,17,223,CD117,-0.08585322,-0.020296928096513785
Leiden,17,223,2DS4,-0.07997917,-0.08590695778975772
Leiden,17,223,ILT2-CD85j,0.51441574,-0.20991249495520917
Leiden,17,223,NKp46,-0.07060919,-0.030394532586260816
Leiden,17,223,NKG2D,-0.040441994,-0.015103154942737358
Leiden,17,223,NKG2C,-0.080159806,-0.08908885214260279
Leiden,17,223,2B4,0.15633284,-0.4069412706588286
Leiden,17,223,CD33,2.0731442,-0.02436358940840089
Leiden,17,223,CD11b,0.22559896,0.09603656388343855
Leiden,17,223,NKp30,-0.07906737,-0.04422577746952871
Leiden,17,223,CD122,-0.0695308,-0.03091939885303104
Leiden,17,223,3DL1,-0.07803243,0.01683036100874869
Leiden,17,223,NKp44,1.5101266,14.110256657942108
Leiden,17,223,CD127,1.24366,0.5645805932351623
Leiden,17,223,2DL1,-0.068065986,0.05823858185041189
Leiden,17,223,CD94,-0.06979321,-0.02541453651912181
Leiden,17,223,CD34,-0.047629036,-0.016913359241880144
Leiden,17,223,CCR7,0.31249887,0.2584221273960718
Leiden,17,223,2DL3,-0.06795383,-0.014861013370667841
Leiden,17,223,NKG2A,-0.0054330053,-0.09308213862914334
Leiden,17,223,HLA-DR,3.260171,-0.010502566251175169
Leiden,17,223,2DL4,0.34973484,-0.11509204430557514
Leiden,17,223,CD56,-0.024095923,-0.16676867669552886
Leiden,17,223,2DL5,-0.07288172,-0.04293097111638888
Leiden,17,223,CD25,-0.0794907,-0.028688005733995436
