cell_id,sample_id,event_index,kmeans_k6,kmeans_k10,kmeans_k14,ward_k6,ward_k10,ward_k14,leiden_r0.5,leiden_r1.0,leiden_r1.5
gated_alive:a_010:103807,a_010,103807,3,9,12,3,6,8,1,6,3
gated_alive:a_010:104028,a_010,104028,5,2,6,0,0,6,0,0,15
gated_alive:a_010:104422,a_010,104422,0,4,8,2,3,3,2,5,7
gated_alive:a_010:104654,a_010,104654,5,2,1,0,1,1,0,0,0
gated_alive:a_010:104909,a_010,104909,3,3,4,1,5,5,1,2,5
gated_alive:a_010:104912,a_010,104912,5,2,1,0,0,6,0,0,12
gated_alive:a_010:105050,a_010,105050,1,4,0,1,5,5,3,1,4
gated_alive:a_010:105413,a_010,105413,0,5,11,2,3,3,4,3,1
gated_alive:a_010:105701,a_010,105701,1,0,0,1,2,2,3,1,4
gated_alive:a_010:105850,a_010,105850,1,0,0,1,2,2,3,1,4
gated_alive:a_010:105901,a_010,105901,0,2,1,0,1,1,0,0,0
gated_alive:a_010:106094,a_010,106094,0,5,11,2,3,3,4,3,1
gated_alive:a_010:106102,a_010,106102,5,5,3,0,1,1,4,3,1
gated_alive:a_010:106283,a_010,106283,1,0,0,1,2,2,3,1,4
gated_alive:a_010:106330,a_010,106330,0,5,11,2,3,3,4,3,1
gated_alive:a_010:106656,a_010,106656,0,5,11,2,3,3,4,3,1
gated_alive:a_010:106706,a_010,106706,3,4,12,3,6,8,1,6,3
gated_alive:a_010:106790,a_010,106790,1,5,11,0,0,6,4,3,15
gated_alive:a_010:106950,a_010,106950,0,5,11,2,3,3,4,5,7
gated_alive:a_010:107264,a_010,107264,5,2,1,0,0,7,0,0,12
gated_alive:a_010:107865,a_010,107865,0,4,8,3,6,8,2,6,9
gated_alive:a_010:107899,a_010,107899,0,5,11,2,3,3,4,5,7
gated_alive:a_010:107928,a_010,107928,0,5,11,2,3,3,4,3,1
gated_alive:a_010:108434,a_010,108434,0,5,11,0,1,1,4,8,10
gated_alive:a_010:108607,a_010,108607,0,2,1,3,4,4,0,0,17
gated_alive:a_010:108915,a_010,108915,3,9,12,3,6,8,1,6,3
gated_alive:a_010:109171,a_010,109171,3,9,12,1,5,5,1,2,3
gated_alive:a_010:109505,a_010,109505,0,5,11,2,3,3,4,3,1
gated_alive:a_010:109744,a_010,109744,3,3,4,1,5,5,1,2,3
gated_alive:a_010:110193,a_010,110193,3,4,0,1,5,5,1,2,4
gated_alive:a_010:110473,a_010,110473,3,4,5,3,6,9,2,6,9
gated_alive:a_010:110718,a_010,110718,1,0,0,1,2,2,3,1,4
gated_alive:a_010:110770,a_010,110770,5,2,3,0,0,7,0,7,12
gated_alive:a_010:111255,a_010,111255,5,2,1,0,1,1,0,8,10
gated_alive:a_010:111842,a_010,111842,2,1,7,4,7,13,2,4,2
gated_alive:a_010:111908,a_010,111908,3,9,12,3,6,8,1,6,3
gated_alive:a_010:112108,a_010,112108,0,5,11,2,3,3,4,3,1
gated_alive:a_010:112699,a_010,112699,3,9,12,1,5,5,1,2,3
gated_alive:a_010:113210,a_010,113210,2,6,5,3,6,8,2,6,9
gated_alive:a_010:113380,a_010,113380,1,0,0,1,2,2,3,1,6
gated_alive:a_010:113468,a_010,113468,5,2,1,0,0,0,0,8,10
gated_alive:a_010:113716,a_010,113716,5,8,3,3,9,12,5,7,11
gated_alive:a_010:113757,a_010,113757,0,5,11,2,3,3,4,3,1
gated_alive:a_010:113787,a_010,113787,0,5,11,2,3,3,4,3,1
gated_alive:a_010:114092,a_010,114092,5,2,1,0,1,1,0,0,0
gated_alive:a_010:114359,a_010,114359,1,0,0,1,2,2,3,1,6
gated_alive:a_010:114602,a_010,114602,1,0,0,1,2,2,3,1,4
gated_alive:a_010:115112,a_010,115112,1,0,0,1,2,2,3,1,4
gated_alive:a_010:115309,a_010,115309,0,4,8,3,6,8,2,5,7
gated_alive:a_010:115356,a_010,115356,0,2,13,3,9,12,5,10,16
gated_alive:a_010:115676,a_010,115676,0,5,11,2,3,3,4,3,1
gated_alive:a_010:115917,a_010,115917,3,3,4,1,5,5,1,2,3
gated_alive:a_010:115980,a_010,115980,1,0,0,1,2,2,3,1,4
gated_alive:a_010:116112,a_010,116112,5,2,1,0,1,1,0,0,0
gated_alive:a_010:116179,a_010,116179,1,0,0,1,2,2,3,1,4
gated_alive:a_010:116189,a_010,116189,1,4,0,1,2,2,3,1,4
gated_alive:a_010:116261,a_010,116261,0,4,8,2,3,3,5,7,11
gated_alive:a_010:116499,a_010,116499,0,5,11,2,3,3,4,3,1
gated_alive:a_010:116818,a_010,116818,0,5,11,2,3,3,4,3,1
gated_alive:a_010:117060,a_010,117060,1,4,0,1,5,5,3,1,4
gated_alive:a_010:117577,a_010,117577,5,2,1,0,1,1,0,0,0
gated_alive:a_010:117641,a_010,117641,1,4,0,1,5,5,3,1,4
gated_alive:a_010:117849,a_010,117849,2,6,5,3,6,8,2,5,9
gated_alive:a_010:117889,a_010,117889,5,2,13,3,9,12,5,7,11
gated_alive:a_010:118485,a_010,118485,2,6,2,3,6,8,2,4,2
gated_alive:a_010:118924,a_010,118924,1,0,0,1,2,2,3,1,4
gated_alive:a_010:119135,a_010,119135,5,2,3,3,9,12,5,7,11
gated_alive:a_010:119347,a_010,119347,0,5,11,0,1,1,4,3,1
gated_alive:a_010:119366,a_010,119366,1,4,0,1,5,5,3,1,4
gated_alive:a_010:119644,a_010,119644,0,5,11,2,3,3,4,3,1
gated_alive:a_010:119744,a_010,119744,1,4,0,1,2,2,3,1,4
gated_alive:a_010:119862,a_010,119862,0,5,11,2,3,3,4,3,1
gated_alive:a_010:120000,a_010,120000,1,4,8,3,6,8,1,6,3
gated_alive:a_010:120109,a_010,120109,3,4,4,1,5,5,1,2,3
gated_alive:a_010:120346,a_010,120346,3,9,12,3,6,8,1,6,3
gated_alive:a_010:121026,a_010,121026,1,0,0,1,2,2,3,1,4
gated_alive:a_010:121274,a_010,121274,1,0,0,1,2,2,3,1,4
gated_alive:a_010:121513,a_010,121513,5,2,1,0,1,1,0,0,0
gated_alive:a_010:121721,a_010,121721,5,2,1,0,1,1,0,0,10
gated_alive:a_011:273,a_011,273,0,2,1,2,3,3,0,5,7
gated_alive:a_011:781,a_011,781,0,5,11,2,3,3,4,3,1
gated_alive:a_011:1078,a_011,1078,0,2,1,3,4,4,0,0,0
gated_alive:a_011:3504,a_011,3504,3,9,5,3,6,9,2,6,9
gated_alive:a_011:3704,a_011,3704,5,9,12,0,0,7,0,7,12
gated_alive:a_011:4159,a_011,4159,3,9,12,3,6,8,1,6,3
gated_alive:a_011:4364,a_011,4364,3,9,12,3,6,9,2,6,9
gated_alive:a_011:4472,a_011,4472,5,2,1,0,1,1,0,0,0
gated_alive:a_011:5082,a_011,5082,5,2,1,0,1,1,0,0,8
gated_alive:a_011:5456,a_011,5456,3,3,4,1,5,5,1,2,5
gated_alive:a_011:5574,a_011,5574,2,6,2,3,4,4,2,4,2
gated_alive:a_011:5798,a_011,5798,5,2,3,2,3,3,5,7,11
gated_alive:a_011:7019,a_011,7019,5,2,1,0,0,7,0,7,12
gated_alive:a_011:7751,a_011,7751,5,2,10,0,1,1,0,0,0
gated_alive:a_011:8169,a_011,8169,2,6,2,3,4,4,2,4,2
gated_alive:a_011:8648,a_011,8648,3,9,12,1,5,5,0,2,3
gated_alive:a_011:8784,a_011,8784,3,3,3,1,5,5,1,2,5
gated_alive:a_011:9168,a_011,9168,5,2,1,0,1,1,0,0,0
gated_alive:a_011:9376,a_011,9376,0,5,11,0,0,0,4,8,10
gated_alive:a_011:10647,a_011,10647,5,2,1,0,1,1,0,0,0
gated_alive:a_011:10983,a_011,10983,2,6,2,4,7,10,2,4,2
gated_alive:a_011:11710,a_011,11710,5,2,1,0,1,1,0,0,0
gated_alive:a_011:12072,a_011,12072,5,2,1,0,1,1,0,0,8
gated_alive:a_011:12154,a_011,12154,3,9,5,3,6,9,2,6,9
gated_alive:a_011:13264,a_011,13264,0,2,1,0,1,1,0,0,0
gated_alive:a_011:13402,a_011,13402,0,5,11,2,3,3,4,3,1
gated_alive:a_011:13474,a_011,13474,5,2,1,0,1,1,0,0,13
gated_alive:a_011:14072,a_011,14072,0,5,1,0,1,1,0,0,0
gated_alive:a_011:14570,a_011,14570,3,3,4,1,5,5,1,2,3
gated_alive:a_011:14587,a_011,14587,5,2,1,2,3,3,0,0,8
gated_alive:a_011:15810,a_011,15810,0,5,11,2,3,3,4,3,1
gated_alive:a_011:16093,a_011,16093,5,2,1,0,1,1,0,0,0
gated_alive:a_011:16228,a_011,16228,2,6,2,3,4,4,2,4,2
gated_alive:a_011:16234,a_011,16234,5,5,3,0,1,1,4,3,1
gated_alive:a_011:16430,a_011,16430,0,2,3,2,3,3,5,7,11
gated_alive:a_011:16808,a_011,16808,3,3,4,1,5,5,1,2,3
gated_alive:a_011:17161,a_011,17161,5,2,1,0,1,1,0,0,8
gated_alive:a_011:18084,a_011,18084,5,2,1,0,1,1,0,7,11
gated_alive:a_011:18207,a_011,18207,3,4,8,2,3,3,1,2,3
gated_alive:a_011:20349,a_011,20349,5,8,10,0,1,1,0,0,8
gated_alive:a_011:20548,a_011,20548,5,2,1,0,1,1,0,8,10
gated_alive:a_011:20610,a_011,20610,2,6,2,3,4,4,2,4,2
gated_alive:a_011:20874,a_011,20874,0,2,3,2,3,3,5,7,11
gated_alive:a_011:21756,a_011,21756,2,1,7,4,7,13,2,4,2
gated_alive:a_011:21934,a_011,21934,5,2,10,0,1,1,0,0,8
gated_alive:a_011:21976,a_011,21976,0,5,11,2,3,3,4,3,1
gated_alive:a_011:22130,a_011,22130,2,9,12,4,7,10,2,4,2
gated_alive:a_011:22295,a_011,22295,3,3,4,1,5,5,1,2,12
gated_alive:a_011:22709,a_011,22709,3,4,8,1,5,5,1,2,3
gated_alive:a_011:23033,a_011,23033,5,2,1,3,4,4,0,0,17
gated_alive:a_011:23295,a_011,23295,0,4,8,3,6,8,2,5,7
gated_alive:a_011:23352,a_011,23352,5,2,1,0,1,1,0,0,0
gated_alive:a_011:23504,a_011,23504,0,2,1,0,1,1,0,0,0
gated_alive:a_011:23757,a_011,23757,5,2,1,0,1,1,0,0,0
gated_alive:a_011:24068,a_011,24068,0,4,8,2,3,3,2,5,7
gated_alive:a_011:24208,a_011,24208,3,4,4,3,4,4,3,1,17
gated_alive:a_011:24420,a_011,24420,2,8,10,0,0,6,0,0,8
gated_alive:a_011:24515,a_011,24515,0,2,1,2,3,3,0,0,7
gated_alive:a_011:24522,a_011,24522,5,2,1,0,1,1,0,0,0
gated_alive:a_011:24841,a_011,24841,5,2,1,0,1,1,0,0,0
gated_alive:a_011:24865,a_011,24865,5,2,3,2,3,3,5,7,11
gated_alive:a_011:25171,a_011,25171,0,5,11,0,0,0,4,3,1
gated_alive:a_011:26315,a_011,26315,3,3,4,1,5,5,1,2,5
gated_alive:a_011:26493,a_011,26493,2,6,2,4,7,10,2,4,2
gated_alive:a_011:26707,a_011,26707,5,2,1,0,1,1,0,0,0
gated_alive:a_011:28416,a_011,28416,5,2,3,0,0,7,0,7,12
gated_alive:a_011:28778,a_011,28778,5,2,1,0,1,1,0,0,0
gated_alive:a_011:29917,a_011,29917,5,2,3,0,1,1,0,0,8
gated_alive:a_011:30273,a_011,30273,5,2,1,0,1,1,0,0,0
gated_alive:a_011:30616,a_011,30616,5,8,2,0,1,1,0,4,2
gated_alive:a_011:30981,a_011,30981,2,1,13,3,9,12,2,4,2
gated_alive:a_011:31260,a_011,31260,5,8,3,0,0,7,0,7,12
gated_alive:a_011:31696,a_011,31696,5,2,1,3,9,12,5,10,16
gated_alive:a_011:31886,a_011,31886,5,2,1,3,4,4,0,0,0
gated_alive:a_011:33308,a_011,33308,2,1,7,4,7,13,2,4,2
gated_alive:a_011:33322,a_011,33322,3,4,8,1,5,5,1,2,12
gated_alive:a_011:33980,a_011,33980,0,5,3,0,0,7,4,7,12
gated_alive:a_011:34279,a_011,34279,5,2,3,2,3,3,5,7,11
gated_alive:a_011:34350,a_011,34350,5,2,1,0,1,1,0,0,0
gated_alive:a_011:35077,a_011,35077,5,2,1,0,1,1,0,0,8
gated_alive:a_011:35485,a_011,35485,2,6,2,0,0,7,2,4,2
gated_alive:a_011:35721,a_011,35721,5,2,1,0,1,1,0,0,0
gated_alive:a_011:35764,a_011,35764,0,4,8,2,3,3,5,7,11
gated_alive:a_011:36040,a_011,36040,2,1,3,3,9,12,2,4,2
gated_alive:a_011:36061,a_011,36061,2,6,2,4,7,10,2,4,2
gated_alive:a_011:36110,a_011,36110,3,3,4,1,5,5,1,2,3
gated_alive:a_011:36812,a_011,36812,0,5,11,2,3,3,4,3,1
gated_alive:a_011:37774,a_011,37774,1,4,4,1,2,2,1,2,5
gated_alive:a_011:38474,a_011,38474,5,2,1,0,1,1,0,0,0
gated_alive:a_011:38783,a_011,38783,0,2,3,2,3,3,5,7,11
gated_alive:a_011:39680,a_011,39680,2,6,2,4,7,10,2,4,2
gated_alive:a_011:40232,a_011,40232,5,2,1,0,1,1,0,0,8
gated_alive:a_011:40874,a_011,40874,1,0,0,1,2,2,3,1,4
gated_alive:a_011:41461,a_011,41461,2,6,2,4,7,10,2,4,2
gated_alive:a_011:41659,a_011,41659,0,5,11,3,4,4,0,0,17
gated_alive:a_011:42008,a_011,42008,3,9,12,4,7,10,1,2,3
gated_alive:a_011:42054,a_011,42054,5,2,1,0,1,1,0,0,0
gated_alive:a_011:42397,a_011,42397,5,2,1,3,9,12,5,10,16
gated_alive:a_011:43263,a_011,43263,3,4,4,3,6,8,1,2,3
gated_alive:a_011:43840,a_011,43840,5,2,1,0,1,1,0,0,8
gated_alive:a_011:44317,a_011,44317,2,6,2,4,7,10,2,4,2
gated_alive:a_011:44677,a_011,44677,5,2,1,0,1,1,0,0,0
gated_alive:a_011:45168,a_011,45168,5,8,10,0,0,7,0,7,12
gated_alive:a_011:45474,a_011,45474,5,2,1,0,1,1,0,0,0
gated_alive:a_011:46031,a_011,46031,0,2,1,2,3,3,0,0,8
gated_alive:a_011:47458,a_011,47458,3,9,12,1,5,5,1,2,3
gated_alive:a_011:47908,a_011,47908,5,2,1,0,1,1,0,0,0
gated_alive:a_011:48048,a_011,48048,5,2,1,0,0,7,0,7,12
gated_alive:a_011:48281,a_011,48281,0,4,8,3,6,8,2,5,7
gated_alive:a_011:50489,a_011,50489,0,5,11,1,5,5,4,3,1
gated_alive:a_011:50731,a_011,50731,2,6,2,3,9,12,2,4,2
gated_alive:a_011:51530,a_011,51530,5,8,10,0,1,1,0,0,8
gated_alive:a_011:51730,a_011,51730,5,2,1,0,1,1,0,0,0
gated_alive:a_011:52307,a_011,52307,0,4,8,2,3,3,2,5,7
gated_alive:a_011:52596,a_011,52596,0,4,8,2,3,3,0,5,7
gated_alive:a_011:52951,a_011,52951,2,1,7,4,7,13,2,4,2
gated_alive:a_011:54593,a_011,54593,5,8,3,0,1,1,0,0,0
gated_alive:a_011:54988,a_011,54988,2,1,7,0,0,6,2,4,2
gated_alive:a_011:55332,a_011,55332,1,4,0,1,2,2,3,1,4
gated_alive:a_011:55904,a_011,55904,2,6,10,0,0,6,0,0,8
gated_alive:a_011:56045,a_011,56045,5,2,3,2,3,3,5,7,11
gated_alive:a_011:56562,a_011,56562,2,6,3,0,0,7,0,7,12
gated_alive:a_011:57428,a_011,57428,0,2,1,0,1,1,0,0,0
gated_alive:a_011:59348,a_011,59348,5,2,1,0,1,1,0,0,0
gated_alive:a_011:59687,a_011,59687,5,2,1,0,1,1,0,0,0
gated_alive:a_011:61083,a_011,61083,2,6,2,3,6,8,2,4,2
gated_alive:a_011:61654,a_011,61654,3,3,4,1,5,5,1,2,3
gated_alive:a_011:62370,a_011,62370,5,2,1,0,0,7,0,0,0
gated_alive:a_011:63003,a_011,63003,5,2,10,0,1,1,0,0,8
gated_alive:a_011:64142,a_011,64142,0,2,1,0,1,1,0,0,0
gated_alive:a_011:64308,a_011,64308,3,4,4,1,5,5,1,2,3
gated_alive:a_011:64716,a_011,64716,2,1,7,4,7,13,2,4,2
gated_alive:a_011:64813,a_011,64813,3,9,12,3,6,8,1,6,3
gated_alive:a_011:65028,a_011,65028,5,2,1,0,1,1,0,0,0
gated_alive:a_011:65173,a_011,65173,5,2,1,0,1,1,0,0,0
gated_alive:a_011:65356,a_011,65356,1,0,0,1,2,2,3,1,4
gated_alive:a_011:65757,a_011,65757,5,2,1,0,0,0,0,8,10
gated_alive:a_011:65773,a_011,65773,3,3,4,1,5,5,1,2,3
gated_alive:a_011:66390,a_011,66390,5,8,10,0,1,1,0,0,0
gated_alive:a_011:66623,a_011,66623,3,9,12,3,6,8,1,6,3
gated_alive:a_011:66756,a_011,66756,2,1,7,3,4,4,2,4,2
gated_alive:a_011:67179,a_011,67179,0,4,8,2,3,3,4,5,7
gated_alive:a_011:69689,a_011,69689,3,3,4,2,3,3,1,2,3
gated_alive:a_011:70482,a_011,70482,0,5,11,2,3,3,4,3,1
gated_alive:a_011:71256,a_011,71256,5,2,1,0,1,1,0,0,0
gated_alive:a_011:72399,a_011,72399,0,5,11,2,3,3,4,3,11
gated_alive:a_011:73296,a_011,73296,5,2,1,0,1,1,0,0,0
gated_alive:a_011:73337,a_011,73337,5,2,1,0,0,0,0,0,8
gated_alive:a_011:74104,a_011,74104,5,2,1,0,1,1,0,0,0
gated_alive:a_011:76768,a_011,76768,2,6,2,4,7,10,2,4,2
gated_alive:a_011:77222,a_011,77222,5,8,10,0,0,7,0,7,12
gated_alive:a_011:77473,a_011,77473,5,2,1,0,1,1,0,0,8
gated_alive:a_011:77868,a_011,77868,5,2,1,0,1,1,0,0,0
gated_alive:a_011:78019,a_011,78019,5,2,1,0,1,1,0,0,0
gated_alive:a_011:79230,a_011,79230,5,2,1,0,1,1,0,0,0
gated_alive:a_011:79257,a_011,79257,5,2,1,0,0,0,0,8,10
gated_alive:a_011:79407,a_011,79407,5,2,1,0,1,1,0,0,0
gated_alive:a_011:80075,a_011,80075,4,7,9,3,4,4,6,9,13
gated_alive:a_011:80130,a_011,80130,2,9,12,4,7,13,2,4,2
gated_alive:a_011:81508,a_011,81508,3,4,5,3,6,9,2,6,9
gated_alive:a_011:81713,a_011,81713,5,2,3,2,3,3,5,7,11
gated_alive:a_011:82301,a_011,82301,3,3,4,1,5,5,1,2,3
gated_alive:a_011:82511,a_011,82511,5,2,3,2,3,3,5,7,11
gated_alive:a_011:84584,a_011,84584,2,1,7,4,7,13,1,4,2
gated_alive:a_011:84633,a_011,84633,0,5,11,2,3,3,4,3,1
gated_alive:a_011:84651,a_011,84651,2,6,2,4,7,10,2,4,2
gated_alive:a_011:85065,a_011,85065,5,2,3,0,0,7,0,7,12
gated_alive:a_011:85146,a_011,85146,3,4,8,1,5,5,1,2,3
gated_alive:a_011:85468,a_011,85468,0,4,8,2,3,3,2,5,7
gated_alive:a_011:85481,a_011,85481,1,0,0,1,2,2,3,1,6
gated_alive:a_011:85570,a_011,85570,1,0,0,1,2,2,3,1,4
gated_alive:a_011:85744,a_011,85744,4,7,9,3,4,4,6,9,13
gated_alive:a_011:85926,a_011,85926,2,6,2,4,7,10,2,4,2
gated_alive:a_011:86791,a_011,86791,0,4,8,2,3,3,2,5,7
gated_alive:a_011:87232,a_011,87232,5,2,1,0,1,1,0,0,8
gated_alive:a_011:87686,a_011,87686,2,6,2,4,7,10,2,4,2
gated_alive:a_011:87902,a_011,87902,2,6,2,4,7,10,2,4,2
gated_alive:a_011:88252,a_011,88252,5,8,10,0,1,1,0,0,8
gated_alive:a_011:88507,a_011,88507,0,2,1,0,1,1,0,0,7
gated_alive:a_011:88579,a_011,88579,5,2,13,3,9,12,5,10,16
gated_alive:a_011:88581,a_011,88581,5,2,1,0,1,1,0,0,0
gated_alive:a_011:89252,a_011,89252,2,6,2,4,7,10,2,4,2
gated_alive:a_011:90201,a_011,90201,1,0,0,1,2,2,3,1,4
gated_alive:a_011:91644,a_011,91644,2,6,2,4,7,10,2,4,2
gated_alive:a_011:91825,a_011,91825,5,2,1,0,1,1,0,0,0
gated_alive:a_011:91942,a_011,91942,1,4,0,1,2,2,3,1,4
gated_alive:a_011:92040,a_011,92040,5,2,1,0,1,1,0,0,0
gated_alive:a_011:92801,a_011,92801,0,5,11,2,3,3,4,3,1
gated_alive:a_011:92918,a_011,92918,5,8,10,0,1,1,0,0,8
gated_alive:a_011:93765,a_011,93765,3,9,5,3,6,9,2,6,9
gated_alive:a_011:94468,a_011,94468,5,2,1,0,0,0,0,0,0
gated_alive:a_011:94873,a_011,94873,5,2,1,0,1,1,0,0,0
gated_alive:a_011:95716,a_011,95716,5,2,1,0,0,0,0,8,10
gated_alive:a_011:96241,a_011,96241,0,5,11,2,3,3,4,3,1
gated_alive:a_011:96425,a_011,96425,0,2,3,2,3,3,5,7,11
gated_alive:a_011:96540,a_011,96540,1,0,0,1,2,2,3,1,6
gated_alive:a_011:97259,a_011,97259,5,2,1,0,1,1,0,0,0
gated_alive:a_011:97834,a_011,97834,5,8,10,3,4,4,0,0,17
gated_alive:a_011:98065,a_011,98065,5,2,1,0,0,0,0,8,10
gated_alive:a_011:98488,a_011,98488,5,2,1,0,1,1,0,0,0
gated_alive:a_011:98588,a_011,98588,1,0,6,0,0,6,4,3,15
gated_alive:a_011:99201,a_011,99201,5,2,1,1,2,2,0,0,8
gated_alive:a_011:99271,a_011,99271,5,2,1,0,1,1,0,0,0
gated_alive:a_011:99475,a_011,99475,2,1,7,4,7,13,2,4,2
gated_alive:a_011:100017,a_011,100017,0,5,11,0,0,0,4,8,10
gated_alive:a_011:100086,a_011,100086,2,6,2,4,7,10,2,4,2
gated_alive:a_011:100087,a_011,100087,5,2,1,0,1,1,0,0,8
gated_alive:a_011:100178,a_011,100178,0,4,8,2,3,3,0,5,7
gated_alive:a_011:100376,a_011,100376,0,5,11,3,4,4,4,3,17
gated_alive:a_011:100702,a_011,100702,2,8,10,0,0,6,0,0,8
gated_alive:a_011:101300,a_011,101300,3,9,12,3,6,8,1,6,3
gated_alive:a_011:101406,a_011,101406,2,6,2,4,7,10,2,4,2
gated_alive:a_011:101773,a_011,101773,3,3,4,1,5,5,1,2,5
gated_alive:a_011:101785,a_011,101785,5,2,3,0,1,1,0,7,11
gated_alive:a_011:102008,a_011,102008,5,2,1,0,1,1,0,0,0
gated_alive:a_011:102525,a_011,102525,5,2,1,0,1,1,0,0,0
gated_alive:a_011:102761,a_011,102761,0,5,11,2,3,3,4,3,1
gated_alive:a_011:103106,a_011,103106,0,5,11,2,3,3,4,3,1
gated_alive:a_011:103644,a_011,103644,3,3,4,1,5,5,1,2,3
gated_alive:a_011:103972,a_011,103972,0,2,1,0,1,1,0,0,0
gated_alive:a_011:105103,a_011,105103,3,3,4,1,5,5,1,2,3
gated_alive:a_011:105742,a_011,105742,0,4,8,2,3,3,2,5,7
gated_alive:a_011:105901,a_011,105901,5,2,1,0,1,1,0,0,0
gated_alive:a_011:107316,a_011,107316,5,2,1,0,1,1,0,0,8
gated_alive:a_011:108146,a_011,108146,5,8,10,3,4,4,0,0,17
gated_alive:a_011:108270,a_011,108270,2,6,2,0,0,6,2,4,2
gated_alive:a_011:108344,a_011,108344,0,5,11,2,3,3,4,3,1
gated_alive:a_011:108445,a_011,108445,5,2,3,0,0,7,0,7,12
gated_alive:a_011:108624,a_011,108624,0,5,11,2,3,3,4,3,1
gated_alive:a_011:108809,a_011,108809,0,2,3,2,3,3,5,7,11
gated_alive:a_011:109245,a_011,109245,2,6,2,4,7,10,2,4,2
gated_alive:a_011:109664,a_011,109664,5,8,10,0,1,1,0,0,8
gated_alive:a_011:109883,a_011,109883,5,2,1,0,1,1,0,8,10
gated_alive:a_011:110266,a_011,110266,0,5,11,2,3,3,4,3,1
gated_alive:a_011:110462,a_011,110462,0,4,8,2,3,3,0,5,7
gated_alive:a_011:110481,a_011,110481,5,2,10,0,1,1,0,0,13
gated_alive:a_011:110796,a_011,110796,0,2,3,2,3,3,5,7,11
gated_alive:a_011:111267,a_011,111267,1,3,4,1,5,5,1,2,5
gated_alive:a_011:111271,a_011,111271,0,4,8,2,3,3,2,5,7
gated_alive:a_011:111846,a_011,111846,3,4,8,3,4,4,2,4,2
gated_alive:a_011:112129,a_011,112129,5,2,1,0,1,1,0,0,0
gated_alive:a_011:113054,a_011,113054,0,5,11,2,3,3,4,3,1
gated_alive:a_011:113292,a_011,113292,5,8,10,0,1,1,0,0,0
gated_alive:a_011:113670,a_011,113670,0,2,3,3,9,12,5,7,11
gated_alive:a_011:113728,a_011,113728,5,2,3,2,3,3,0,7,11
gated_alive:a_011:114002,a_011,114002,2,6,2,4,7,10,2,4,2
gated_alive:a_011:114338,a_011,114338,0,5,11,2,3,3,4,3,1
gated_alive:a_011:114868,a_011,114868,5,2,3,0,1,1,0,7,11
gated_alive:a_011:114975,a_011,114975,3,9,12,3,6,8,1,2,3
gated_alive:a_011:115143,a_011,115143,0,4,5,3,6,9,2,6,9
gated_alive:a_011:115625,a_011,115625,5,2,1,0,1,1,0,0,8
gated_alive:a_011:116935,a_011,116935,0,2,3,2,3,3,5,7,11
gated_alive:a_011:117966,a_011,117966,3,4,5,3,6,9,2,6,9
gated_alive:a_011:118030,a_011,118030,2,6,2,4,7,10,2,4,2
gated_alive:a_011:119691,a_011,119691,5,2,1,0,1,1,0,0,0
gated_alive:a_011:120274,a_011,120274,5,2,1,0,1,1,0,0,8
gated_alive:a_011:121434,a_011,121434,5,2,1,0,1,1,0,0,0
gated_alive:a_011:121593,a_011,121593,2,1,7,4,7,13,2,4,2
gated_alive:a_011:123229,a_011,123229,2,8,3,0,0,6,0,7,12
gated_alive:a_011:123313,a_011,123313,5,2,1,0,1,1,0,0,0
gated_alive:a_011:123439,a_011,123439,5,2,1,0,0,0,0,8,10
gated_alive:a_011:124138,a_011,124138,5,2,10,0,1,1,0,0,8
gated_alive:a_011:124523,a_011,124523,3,9,12,3,6,9,2,6,9
gated_alive:a_011:125369,a_011,125369,5,2,1,0,1,1,0,0,8
gated_alive:a_011:125987,a_011,125987,3,3,4,1,5,5,1,2,5
gated_alive:a_011:126069,a_011,126069,5,2,1,0,1,1,0,0,8
gated_alive:a_011:126636,a_011,126636,5,2,3,0,1,1,0,0,0
gated_alive:a_011:126883,a_011,126883,0,2,8,0,1,1,0,0,7
gated_alive:a_011:128258,a_011,128258,5,2,3,0,1,1,0,0,8
gated_alive:a_011:128282,a_011,128282,1,0,0,1,2,2,3,1,6
gated_alive:a_011:128424,a_011,128424,5,2,10,0,1,1,0,0,0
gated_alive:a_011:128774,a_011,128774,2,1,7,4,7,13,2,4,2
gated_alive:a_011:129561,a_011,129561,1,0,0,1,2,2,3,1,4
gated_alive:a_011:129818,a_011,129818,5,2,1,0,1,1,0,0,0
gated_alive:a_011:130000,a_011,130000,5,8,10,0,1,1,0,0,8
gated_alive:a_011:131935,a_011,131935,2,1,10,3,4,4,0,0,17
gated_alive:a_011:132270,a_011,132270,3,9,12,1,5,5,1,2,3
gated_alive:a_011:132770,a_011,132770,1,4,8,1,5,5,3,1,4
gated_alive:a_011:133160,a_011,133160,3,9,12,1,5,5,1,6,3
gated_alive:a_011:133826,a_011,133826,5,2,1,0,1,1,0,0,0
gated_alive:a_011:134584,a_011,134584,5,8,1,0,1,1,0,0,0
gated_alive:a_011:134791,a_011,134791,5,2,3,0,0,0,0,8,10
gated_alive:a_011:134956,a_011,134956,2,1,7,4,7,13,2,4,2
gated_alive:a_011:135224,a_011,135224,3,9,12,1,5,5,1,6,3
gated_alive:a_011:135983,a_011,135983,3,3,4,1,5,5,1,2,3
gated_alive:a_011:136460,a_011,136460,2,6,2,4,7,13,2,4,2
gated_alive:a_011:136525,a_011,136525,5,2,1,0,1,1,0,0,0
